Domain Code,Domain,Area Code,Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2001","2001","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2002","2002","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2003","2003","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2004","2004","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2005","2005","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2006","2006","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2007","2007","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2008","2008","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2009","2009","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2010","2010","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2011","2011","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2012","2012","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2013","2013","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2014","2014","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2015","2015","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2016","2016","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2017","2017","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2018","2018","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7008","August","2019","2019","°C","0.496","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1961","1961","°C","0.166","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1962","1962","°C","-0.983","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1963","1963","°C","0.246","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1964","1964","°C","-0.42","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1965","1965","°C","-0.241","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1966","1966","°C","0.047","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1967","1967","°C","-0.008","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1968","1968","°C","0.038","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1969","1969","°C","-0.856","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1970","1970","°C","-0.27","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1971","1971","°C","-0.451","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1972","1972","°C","0.034","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1973","1973","°C","-0.247","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1974","1974","°C","-0.335","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1975","1975","°C","0.186","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1976","1976","°C","0.469","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1977","1977","°C","0.246","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1978","1978","°C","0.567","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1979","1979","°C","0.554","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1980","1980","°C","-0.099","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1981","1981","°C","-0.052","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1982","1982","°C","-0.183","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1983","1983","°C","0.667","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1984","1984","°C","-0.07","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1985","1985","°C","0.209","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1986","1986","°C","0.009","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1987","1987","°C","0.682","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1988","1988","°C","0.559","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1989","1989","°C","0.203","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1990","1990","°C","1.206","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1991","1991","°C","0.255","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1992","1992","°C","-1.007","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1993","1993","°C","0.751","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1994","1994","°C","-1.085","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1995","1995","°C","0.527","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1996","1996","°C","1.475","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1997","1997","°C","0.564","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1998","1998","°C","1.463","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","1999","1999","°C","0.973","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2000","2000","°C","1.563","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2001","2001","°C","1.346","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2002","2002","°C","1.633","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2003","2003","°C","0.685","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2004","2004","°C","0.864","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2005","2005","°C","1.572","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2006","2006","°C","0.817","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2007","2007","°C","0.843","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2008","2008","°C","1.77","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2009","2009","°C","0.954","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2010","2010","°C","1.297","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2011","2011","°C","1.143","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2012","2012","°C","1.322","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2013","2013","°C","1.916","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2014","2014","°C","2.141","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2015","2015","°C","0.857","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2016","2016","°C","2.098","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2017","2017","°C","1.663","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2018","2018","°C","1.912","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7009","September","2019","2019","°C","2.175","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1961","1961","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1962","1962","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1963","1963","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1964","1964","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1965","1965","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1966","1966","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1967","1967","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1968","1968","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1969","1969","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1970","1970","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1971","1971","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1972","1972","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1973","1973","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1974","1974","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1975","1975","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1976","1976","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1977","1977","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1978","1978","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1979","1979","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1980","1980","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1981","1981","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1982","1982","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1983","1983","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1984","1984","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1985","1985","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1986","1986","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1987","1987","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1988","1988","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1989","1989","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1990","1990","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1991","1991","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1992","1992","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1993","1993","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1994","1994","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1995","1995","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1996","1996","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1997","1997","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1998","1998","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","1999","1999","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2000","2000","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2001","2001","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2002","2002","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2003","2003","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2004","2004","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2005","2005","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2006","2006","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2007","2007","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2008","2008","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2009","2009","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2010","2010","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2011","2011","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2012","2012","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2013","2013","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2014","2014","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2015","2015","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2016","2016","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2017","2017","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2018","2018","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7009","September","2019","2019","°C","0.442","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1961","1961","°C","-0.761","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1962","1962","°C","-0.193","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1963","1963","°C","1.163","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1964","1964","°C","-2.104","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1965","1965","°C","0.434","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1966","1966","°C","-0.22","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1967","1967","°C","-0.074","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1968","1968","°C","0.447","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1969","1969","°C","0.858","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1970","1970","°C","0.16","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1971","1971","°C","-0.803","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1972","1972","°C","1.108","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1973","1973","°C","0.674","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1974","1974","°C","-1.149","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1975","1975","°C","-1.038","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1976","1976","°C","-0.023","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1977","1977","°C","-0.616","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1978","1978","°C","0.567","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1979","1979","°C","1.53","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1980","1980","°C","0.054","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1981","1981","°C","-0.433","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1982","1982","°C","-0.387","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1983","1983","°C","-0.602","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1984","1984","°C","-1.379","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1985","1985","°C","-0.454","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1986","1986","°C","1.391","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1987","1987","°C","-1.731","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1988","1988","°C","0.768","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1989","1989","°C","1.09","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1990","1990","°C","0.39","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1991","1991","°C","0.268","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1992","1992","°C","-0.477","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1993","1993","°C","-0.734","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1994","1994","°C","-0.09","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1995","1995","°C","-0.104","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1996","1996","°C","-0.096","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1997","1997","°C","1.688","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1998","1998","°C","1.165","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","1999","1999","°C","1.619","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2000","2000","°C","0.153","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2001","2001","°C","1.344","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2002","2002","°C","2.653","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2003","2003","°C","1.914","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2004","2004","°C","0.908","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2005","2005","°C","1.397","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2006","2006","°C","2.795","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2007","2007","°C","0.269","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2008","2008","°C","1.595","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2009","2009","°C","0.776","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2010","2010","°C","2.873","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2011","2011","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2012","2012","°C","1.433","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2013","2013","°C","0.916","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2014","2014","°C","0.863","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2015","2015","°C","2.293","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2016","2016","°C","0.848","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2017","2017","°C","1.82","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2018","2018","°C","1.31","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7010","October","2019","2019","°C","2.11","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1961","1961","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1962","1962","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1963","1963","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1964","1964","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1965","1965","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1966","1966","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1967","1967","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1968","1968","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1969","1969","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1970","1970","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1971","1971","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1972","1972","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1973","1973","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1974","1974","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1975","1975","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1976","1976","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1977","1977","°C","0.773","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7010","October","1978","1978","°C","0.773","Fc","Calculated data"
